time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-06-02T16:09:54.890Z,31.6622,46.1614,10,4.4,mb,,72,6.583,1.14,us,us20009ja7,2017-08-15T02:26:51.040Z,"28 km N of Ash Sha?rah, Iraq",earthquake,4.3,1.9,0.082,43,reviewed,us,us
2017-06-02T06:15:20.610Z,41.0824,47.494,10,4.4,mb,,73,2.294,0.83,us,us20009j67,2017-08-15T02:26:51.040Z,"2 km ENE of O?uz, Azerbaijan",earthquake,7.1,1.1,0.076,50,reviewed,us,us
2017-05-31T20:30:13.330Z,36.5648,26.0241,134.42,4.2,mb,,79,0.494,1.19,us,us10008wxg,2017-08-15T02:26:49.040Z,"29 km W of Astypálaia, Greece",earthquake,7.2,6.5,0.115,21,reviewed,us,us
2017-05-30T12:29:29.240Z,35.4825,31.2558,51.47,4.3,mb,,124,1.535,1.06,us,us10008wf1,2017-08-15T02:26:47.040Z,"117 km WNW of Pólis, Cyprus",earthquake,6.5,8,0.07,57,reviewed,us,us
2017-05-28T11:04:59.370Z,38.764,27.7784,3.3,4.9,mwr,,28,0.668,0.78,us,us10008vw5,2022-05-03T18:30:46.640Z,"13 km WNW of Gölmarmara, Turkey",earthquake,4.8,4.3,0.065,23,reviewed,us,us
2017-05-28T08:49:48.710Z,38.7399,27.8136,10,4.2,mb,,56,0.633,0.54,us,us10008vw1,2017-08-15T02:26:43.040Z,"9 km WNW of Gölmarmara, Turkey",earthquake,4.1,2,0.176,9,reviewed,us,us
2017-05-28T07:34:03.220Z,38.7079,27.8365,10,4.1,mb,,56,0.605,1.02,us,us10008vvm,2017-08-15T02:26:43.040Z,"6 km W of Gölmarmara, Turkey",earthquake,3.8,2,0.165,10,reviewed,us,us
2017-05-28T04:38:20.910Z,38.7486,27.8369,10,4.2,mb,,35,0.62,0.71,us,us10008vv5,2017-08-15T02:26:43.040Z,"7 km WNW of Gölmarmara, Turkey",earthquake,4.1,1.9,0.121,19,reviewed,us,us
2017-05-28T02:52:56.460Z,38.7811,27.8031,10,4.8,mwr,,25,0.658,0.57,us,us10008vur,2017-08-15T02:26:43.040Z,"12 km NW of Gölmarmara, Turkey",earthquake,4.3,1.8,0.06,27,reviewed,us,us
2017-05-28T02:50:27.280Z,38.7688,27.7848,10,4.6,mb,,26,0.666,0.68,us,us10008vup,2017-08-15T02:26:43.040Z,"12 km WNW of Gölmarmara, Turkey",earthquake,5.5,1.9,0.059,87,reviewed,us,us
2017-05-28T02:15:00.610Z,38.7522,27.8315,10,4,mb,,34,0.626,0.59,us,us10008vuj,2017-08-15T02:26:43.040Z,"8 km WNW of Gölmarmara, Turkey",earthquake,3.8,2,0.134,15,reviewed,us,us
2017-05-27T15:53:24.250Z,38.7729,27.8234,10,5.1,mwr,,24,0.64,1.06,us,us10008vt5,2022-05-03T18:30:29.818Z,"10 km NW of Gölmarmara, Turkey",earthquake,4.7,1.8,0.066,22,reviewed,us,us
2017-05-26T01:03:02.870Z,33.9758,28.2826,65.22,4.1,mb,,121,1.819,1.4,us,us10008vem,2017-06-30T22:51:28.040Z,"196 km SSE of Karpathos, Greece",earthquake,6.6,7.7,0.082,41,reviewed,us,us
2017-05-20T22:18:44.070Z,34.9464,28.0525,29,4.1,mb,,104,0.944,1.34,us,us10008txb,2017-08-05T03:32:13.040Z,"98 km SE of Karpathos, Greece",earthquake,5.4,6.4,0.093,32,reviewed,us,us
2017-05-20T11:06:10.940Z,35.3666,27.5717,10,4.1,mb,,140,0.38,1.15,us,us10008vge,2017-08-05T03:32:13.040Z,"36 km ESE of Karpathos, Greece",earthquake,6.6,1.9,0.145,13,reviewed,us,us
2017-05-20T09:12:26.390Z,35.0233,26.6283,10,4.1,mb,,129,0.68,1.14,us,us10008vg9,2017-06-09T06:11:12.040Z,"39 km ESE of Palekastro, Greece",earthquake,4.8,2,0.234,5,reviewed,us,us
2017-05-20T05:41:13.750Z,34.8494,33.8587,8.6,4,mb,,106,0.447,1.27,us,us10008tqe,2017-08-05T03:32:13.040Z,"14 km S of Xylofágou, Cyprus",earthquake,5.4,7.3,0.119,19,reviewed,us,us
2017-05-19T20:02:44.150Z,45.7403,26.6495,124.52,4.3,mb,,20,0.328,1.43,us,us10008tmf,2017-08-05T03:32:12.040Z,"5 km NW of Nereju Mic, Romania",earthquake,4.6,3.4,0.081,43,reviewed,us,us
2017-05-17T16:34:22.220Z,37.7621,22.1364,10,4.2,mb,,59,0.606,1.27,us,us10008utx,2017-05-29T03:12:43.040Z,"12 km NE of Langádhia, Greece",earthquake,2.9,2,0.236,5,reviewed,us,us
2017-05-17T13:02:04.530Z,35.5657,28.4209,21.16,4.2,mb,,48,0.69,1.22,us,us10008t0f,2017-08-05T03:32:10.040Z,"eastern Mediterranean Sea",earthquake,5.1,6.8,0.141,14,reviewed,us,us
2017-05-17T11:30:33.280Z,35.9758,27.5071,13.18,4.9,mwr,,33,0.512,0.87,us,us10008t03,2022-05-03T18:59:31.272Z,"42 km SW of Émponas, Greece",earthquake,4.8,4.2,0.086,13,reviewed,us,us
2017-05-14T04:46:08.770Z,38.8768,21.9962,22.8,4.4,mb,,39,0.301,1.09,us,us10008saz,2017-08-05T03:32:06.040Z,"11 km WSW of Spercheiáda, Greece",earthquake,5.3,6.7,0.095,32,reviewed,us,us
2017-05-14T02:08:29.510Z,41.952,21.4976,14.08,4,mb,,34,1.172,0.81,us,us10008sac,2017-08-05T03:32:06.040Z,"0 km NW of Kisela Voda, North Macedonia",earthquake,5.1,7.2,0.196,7,reviewed,us,us
2017-05-12T05:55:44.750Z,37.838,27.1525,10,4.1,mb,,52,1.285,1.25,us,us10008rs8,2017-08-01T23:02:30.040Z,"9 km WSW of Ku?adas?, Turkey",earthquake,2.1,2,0.262,4,reviewed,us,us
2017-05-11T17:58:02.740Z,40.0382,40.7422,13.43,5.1,mb,,30,0.189,0.72,us,us10008riw,2017-08-01T23:02:30.040Z,"13 km NNE of A?kale, Turkey",earthquake,4.7,3.4,0.035,270,reviewed,us,us
2017-05-11T03:24:21.370Z,39.8156,48.5695,62.93,5.1,mb,,38,2.96,0.86,us,us10008re3,2022-05-03T18:27:05.113Z,"16 km ESE of ?hm?db?yli, Azerbaijan",earthquake,7.3,5.4,0.05,130,reviewed,us,us
2017-05-10T15:12:09.590Z,35.2595,27.1674,12.73,4.1,mb,,104,1.228,0.92,us,us10008srj,2017-05-18T23:35:09.040Z,"27 km S of Karpathos, Greece",earthquake,4.2,7.1,0.234,5,reviewed,us,us
2017-05-05T17:37:02.450Z,33.1127,47.4361,10,4.3,mb,,65,5.987,0.68,us,us10008puz,2017-07-29T03:16:23.040Z,"6 km SE of Darreh Shahr, Iran",earthquake,6.4,1.9,0.067,63,reviewed,us,us
2017-05-03T13:53:25.240Z,35.2678,26.8566,8.67,4.2,mb,,105,0.373,1.48,us,us10008nua,2017-05-14T06:07:08.040Z,"17 km SSW of Fry, Greece",earthquake,5,5.6,0.108,24,reviewed,us,us
2017-05-03T08:53:37.190Z,42.175,46.9611,10,5.2,mb,,27,2.628,1.4,us,us10008nrz,2022-05-03T18:59:08.287Z,"12 km ESE of Tsurib, Russia",earthquake,6.5,1.8,0.031,337,reviewed,us,us
2017-05-03T05:59:35.430Z,45.648,26.4949,143.27,4.2,mb,,59,0.417,0.83,us,us10008nqs,2017-07-29T03:16:17.040Z,"16 km WSW of Nereju Mic, Romania",earthquake,7.4,8.6,0.167,10,reviewed,us,us
2017-05-02T22:47:29.680Z,35.3116,26.8555,12.31,4.2,mb,,54,0.342,0.95,us,us10008nmd,2017-05-17T04:13:57.040Z,"13 km SSW of Fry, Greece",earthquake,2.8,4.7,0.077,47,reviewed,us,us
2017-05-02T09:43:12.880Z,31.957,24.5525,10,4.4,mb,,70,3.334,0.74,us,us10008mxy,2017-07-29T03:16:15.040Z,"55 km WNW of Al Bard?yah, Libya",earthquake,5.5,1.9,0.074,53,reviewed,us,us
2017-05-01T16:30:42.480Z,38.2272,42.9497,10,4.5,mb,,49,0.12,0.88,us,us10008mku,2017-07-29T03:16:13.040Z,"15 km WSW of Geva?, Turkey",earthquake,5.4,1.9,0.099,30,reviewed,us,us
2017-04-28T13:54:23.640Z,36.4951,26.9591,152.59,4.1,mb,,65,0.96,1.16,us,us10008p88,2017-07-21T02:32:10.040Z,"20 km SW of Mandráki, Greece",earthquake,7.8,9.6,0.303,3,reviewed,us,us
2017-04-27T17:09:52.040Z,35.2004,21.3701,10,4.4,mb,,180,2.024,0.74,us,us10008lc3,2017-07-21T02:32:08.040Z,"180 km SW of Kýthira, Greece",earthquake,7.9,1.9,0.123,19,reviewed,us,us
2017-04-27T12:04:27.400Z,35.3977,21.4538,10,4.9,mb,,59,1.817,0.95,us,us10008l9j,2017-07-21T02:32:08.040Z,"159 km S of Methóni, Greece",earthquake,6.3,1.8,0.045,158,reviewed,us,us
2017-04-24T14:45:12.930Z,37.8213,21.0566,10,4.4,mb,,88,0.942,0.91,us,us10008k9g,2017-07-21T02:32:04.040Z,"5 km WSW of Arkoúdi, Greece",earthquake,4.1,1.9,0.267,4,reviewed,us,us
2017-04-21T14:12:22.570Z,38.661,27.6692,10,4.9,mb,,35,0.717,1.24,us,us10008jiy,2022-05-03T18:58:27.519Z,"12 km SE of Saruhanl?, Turkey",earthquake,2.8,1.9,0.093,36,reviewed,us,us
2017-04-21T13:09:22.060Z,38.7709,29.0638,10,5,mb,,31,0.485,0.92,us,us10008ji3,2022-05-03T18:16:25.559Z,"17 km E of Selendi, Turkey",earthquake,2.8,1.8,0.057,100,reviewed,us,us
2017-04-20T14:11:25.390Z,39.4456,28.499,10,4.2,mb,,48,0.954,1.03,us,us10008n4v,2017-07-11T01:48:38.040Z,"19 km SW of Dursunbey, Turkey",earthquake,3.1,1.9,0.199,7,reviewed,us,us
2017-04-17T15:50:17.200Z,34.5545,25.2979,10,4.3,mb,,113,0.804,0.86,us,us10008idh,2017-07-11T01:48:35.040Z,"51 km SSE of Pýrgos, Greece",earthquake,6.1,1.9,0.099,29,reviewed,us,us
2017-04-16T12:11:04.300Z,36.1603,27.5021,87.47,4.2,mb,,102,0.503,1.01,us,us10008i3v,2017-07-11T01:48:33.040Z,"32 km WSW of Émponas, Greece",earthquake,7.2,12.5,0.102,27,reviewed,us,us
2017-04-13T16:22:16.250Z,37.1253,28.6913,10,5,mwr,,31,1.018,0.9,us,us10008hbd,2022-05-03T18:15:41.556Z,"24 km E of Ula, Turkey",earthquake,5.2,1.8,0.061,26,reviewed,us,us
2017-04-11T22:48:40.140Z,33.8456,25.6442,10,4,mb,,117,1.567,0.79,us,us10008gtq,2017-07-05T18:09:57.040Z,"129 km S of Néa Anatolí, Greece",earthquake,7,2,0.125,17,reviewed,us,us
2017-04-08T21:31:01.560Z,38.6393,43.4311,23.77,4.1,mb,,44,0.438,0.41,us,us10008fxi,2017-06-23T07:26:36.040Z,"16 km NNE of Van, Turkey",earthquake,5.4,4.6,0.074,50,reviewed,us,us
2017-04-07T15:50:29.440Z,38.5324,23.4408,10,4.3,mb,,62,0.991,1.15,us,us10008fi8,2017-06-23T07:26:34.040Z,"5 km N of Loukísia, Greece",earthquake,4.9,1.9,0.16,11,reviewed,us,us
2017-04-07T13:23:38.220Z,35.16,23.6458,18.4,4.5,mb,,145,1.026,1.45,us,us10008fh2,2017-06-23T07:26:34.040Z,"8 km SSW of Palaióchora, Greece",earthquake,8.5,2,0.271,4,reviewed,us,us
2017-04-07T04:43:58.580Z,40.0444,23.6915,10,4.3,mb,,34,1.464,1.04,us,us10008fdh,2017-11-05T17:16:29.359Z,"9 km NE of Pefkochóri, Greece",earthquake,2.1,1.9,0.099,29,reviewed,us,us
2017-04-05T21:51:21.050Z,37.0603,20.9697,27.77,4.3,mb,,58,0.772,0.88,us,us10008f22,2017-06-23T07:26:33.040Z,"55 km W of Filiatrá, Greece",earthquake,5.6,6.3,0.108,24,reviewed,us,us
2017-04-05T15:43:29.360Z,38.3848,21.8137,10,4.8,mb,,64,0.755,0.98,us,us10008enh,2017-06-23T07:26:32.040Z,"1 km WSW of Náfpaktos, Greece",earthquake,6.2,1.9,0.072,59,reviewed,us,us
2017-04-04T23:16:07.770Z,38.8121,48.8364,40.44,4.2,mb,,60,3.438,1.39,us,us10008efs,2017-06-23T07:26:31.040Z,"6 km N of Lankaran, Azerbaijan",earthquake,6.4,8.6,0.095,31,reviewed,us,us
2017-04-03T08:56:04.300Z,34.289,24.0261,22.41,4.3,mb,,135,1.224,0.82,us,us10008e1q,2017-06-23T07:26:28.040Z,"60 km S of Kastrí, Greece",earthquake,8.2,4.7,0.111,23,reviewed,us,us
2017-04-02T05:32:43.830Z,38.6021,27.5807,10,4.2,mb,,27,0.774,0.87,us,us10008dwh,2017-06-23T07:26:26.040Z,"13 km E of Manisa, Turkey",earthquake,3.2,1.8,0.187,8,reviewed,us,us
2017-04-02T04:39:18.490Z,29.978,48.081,10,4,mb,,103,6.829,0.97,us,us10008fhm,2021-10-25T04:30:46.227Z,"16 km ESE of Umm Qa?r, Iraq",earthquake,10.1,1.9,0.138,14,reviewed,us,us
2017-04-01T23:46:33.740Z,39.789,20.6552,14.25,4.1,mb,,59,0.666,1.09,us,us10008dva,2017-06-16T23:08:07.040Z,"7 km WSW of Asprángeloi, Greece",earthquake,3.5,6.1,0.197,7,reviewed,us,us
2017-03-30T05:12:27.780Z,34.8963,24.8388,52.36,4.4,mb,,66,0.393,0.65,us,us10008d82,2017-06-16T23:08:03.040Z,"17 km S of Moíres, Greece",earthquake,3.6,6.8,0.082,43,reviewed,us,us
2017-03-29T18:10:45.770Z,38.1884,31.0352,10,4.5,mb,,62,0.539,0.76,us,us10008d42,2017-06-16T23:08:02.040Z,"7 km NNE of Gelendost, Turkey",earthquake,2.1,1.9,0.163,11,reviewed,us,us
2017-03-28T21:53:31.600Z,38.2847,37.1456,10,4,mb,,53,1.111,0.7,us,us20008vf8,2017-06-16T23:08:01.040Z,"9 km NNW of Elbistan, Turkey",earthquake,4.8,1.9,0.138,14,reviewed,us,us
2017-03-25T19:53:00.600Z,39.3786,20.479,10,4,mb,,65,0.624,1.19,us,us20008umz,2017-06-12T19:46:57.040Z,"10 km SSW of Paramythiá, Greece",earthquake,4.3,1.9,0.164,10,reviewed,us,us
2017-03-24T15:19:06.750Z,39.5392,26.1339,12.17,4.4,mb,,37,1.353,0.98,us,us20008ubd,2017-06-12T19:46:55.040Z,"17 km WNW of Behram, Turkey",earthquake,3.1,7,0.19,8,reviewed,us,us
2017-03-24T13:39:53.880Z,33.862,46.9428,10,4.6,mb,,79,5.441,1.07,us,us20008uax,2022-08-07T11:45:56.176Z,"51 km SSW of Kermanshah, Iran",earthquake,6,1.9,0.089,38,reviewed,us,us
2017-03-24T08:54:25.190Z,40.0071,42.1876,4.47,4.2,mb,,69,0.921,0.99,us,us20008u8g,2017-06-12T19:46:55.040Z,"4 km SSE of Horasan, Turkey",earthquake,2.5,6.5,0.118,20,reviewed,us,us
2017-03-24T04:24:30.760Z,37.5969,23.9111,167.87,4.6,mb,,64,1.635,0.82,us,us20008u70,2017-06-12T19:46:55.040Z,"14 km SSW of Palaiá Fókaia, Greece",earthquake,6.8,7.4,0.06,82,reviewed,us,us
2017-03-20T23:44:57.010Z,32.3389,47.8851,10,4,mb,,114,7.822,0.85,us,us20008tfp,2017-06-12T19:46:52.040Z,"37 km WNW of Sh?sh, Iran",earthquake,10.6,2,0.086,37,reviewed,us,us
2017-03-20T16:26:16.950Z,33.7088,25.0382,10,4.4,mb,,131,1.58,0.6,us,us20008vak,2017-06-12T19:46:51.040Z,"eastern Mediterranean Sea",earthquake,9,1.9,0.084,41,reviewed,us,us
2017-03-20T16:25:28.870Z,33.903,25.1001,10,4.4,mb,,146,1.392,0.61,us,us20008tbq,2017-06-12T19:46:51.040Z,"122 km S of Pýrgos, Greece",earthquake,6.1,1.9,0.081,44,reviewed,us,us
2017-03-20T14:39:46.380Z,38.5214,39.7883,8.72,4.5,mb,,144,1.592,0.51,us,us20008tb9,2017-06-12T19:46:51.040Z,"22 km SSW of Palu, Turkey",earthquake,5.2,8.2,0.272,4,reviewed,us,us
2017-03-18T18:15:28.730Z,34.4693,32.2246,35,4.3,mwr,,53,1.035,1.15,us,us20008t1l,2017-06-07T00:33:44.040Z,"38 km SW of Koloni, Cyprus",earthquake,5.1,5,0.068,21,reviewed,us,us
2017-03-15T23:29:48.820Z,35.8408,27.6454,26.56,4.3,mb,,50,0.491,0.97,us,us20008se3,2017-06-07T00:33:40.040Z,"43 km SW of Lárdos, Greece",earthquake,4.5,5.9,0.073,53,reviewed,us,us
2017-03-13T02:25:20.630Z,42.4236,43.6186,12.48,4.4,mb,,58,0.207,0.81,us,us100088l0,2017-06-07T00:33:37.040Z,"18 km ENE of Sach’khere, Georgia",earthquake,3.9,5.3,0.074,52,reviewed,us,us
2017-03-11T21:37:27.920Z,34.9181,22.8432,40.09,4,mb,,113,1.718,0.75,us,us20008ssc,2017-05-31T01:59:02.040Z,"84 km WSW of Palaióchora, Greece",earthquake,5.3,9.4,0.138,14,reviewed,us,us
2017-03-11T10:33:41.850Z,34.806,46.7822,10,4.1,mb,,76,4.607,1,us,us20008ss2,2017-05-31T01:59:01.040Z,"14 km W of K?my?r?n, Iran",earthquake,6.7,1.8,0.185,8,reviewed,us,us
2017-03-10T19:08:12.500Z,39.6537,54.1456,27.69,4.4,mb,,107,7.248,0.82,us,us100088ae,2017-05-31T01:59:01.040Z,"24 km NW of Balkanabat, Turkmenistan",earthquake,9.8,6.5,0.078,51,reviewed,us,us
2017-03-08T13:43:13.070Z,45.6583,26.4629,148.97,4.1,mb,,41,0.259,0.76,us,us100087pk,2017-05-31T01:58:58.040Z,"18 km WSW of Nereju Mic, Romania",earthquake,3.2,3.9,0.127,17,reviewed,us,us
2017-03-08T07:55:01.360Z,35.653,24.5068,68.47,4.4,mb,,91,0.48,1.2,us,us100087nf,2017-05-31T01:58:57.040Z,"30 km NNW of Pánormos, Greece",earthquake,8.2,9.5,0.098,30,reviewed,us,us
2017-03-06T01:26:21.790Z,43.3545,45.8116,10,4.5,mb,,44,1.892,0.82,us,us10008771,2017-05-31T01:58:55.040Z,"3 km SSW of Petropavlovskaya, Russia",earthquake,6.1,1.6,0.073,55,reviewed,us,us
2017-03-03T23:17:00.080Z,35.3873,25.8746,18.95,4.4,mwr,,41,0.811,0.86,us,us100086vm,2017-05-24T02:48:15.040Z,"19 km NE of Eloúnda, Greece",earthquake,5.6,4.3,0.057,30,reviewed,us,us
2017-03-02T11:07:26.880Z,37.616,38.4305,10,5.6,mww,,30,1.068,0.61,us,us100086gw,2022-05-03T18:11:51.848Z,"5 km NW of Samsat, Turkey",earthquake,5,1,0.056,31,reviewed,us,us
2017-02-28T23:27:33.770Z,39.521,26.1249,8.66,4.6,mwr,,35,1.361,0.77,us,us100085uc,2017-05-24T02:48:11.040Z,"17 km NNW of Míthymna, Greece",earthquake,4.5,3.7,0.052,36,reviewed,us,us
2017-02-28T16:29:24.170Z,30.3941,50.6161,10,4.3,mb,,79,7.347,0.78,us,us20008myr,2017-05-24T02:48:11.040Z,"17 km WNW of Dogonbadan, Iran",earthquake,9.6,1.9,0.089,36,reviewed,us,us
2017-02-28T12:47:37.560Z,39.6369,23.2549,10,4.4,mwr,,41,0.749,0.92,us,us20008mxl,2017-05-24T02:48:10.040Z,"24 km NNE of Zagorá, Greece",earthquake,4.8,1.8,0.069,20,reviewed,us,us
2017-02-28T06:17:23.610Z,39.2407,46.5002,10,3.6,mb,,182,1.632,0.42,us,us100085tv,2022-08-07T11:42:04.296Z,"5 km NW of Agarak, Armenia",earthquake,7.9,2,0.167,9,reviewed,us,us
2017-02-28T00:16:00.930Z,34.2439,26.1515,27.26,4,mb,,135,1.47,0.83,us,us20008mtr,2017-05-24T02:48:10.040Z,"93 km SSE of Ierápetra, Greece",earthquake,8.6,5.2,0.13,16,reviewed,us,us
2017-02-26T23:38:32.630Z,35.122,23.211,31.81,4.2,mb,,157,1.384,0.82,us,us20008mke,2017-05-24T02:48:09.040Z,"44 km WSW of Palaióchora, Greece",earthquake,9.3,8.8,0.091,34,reviewed,us,us
2017-02-25T21:06:04.610Z,37.059,36.0706,2.31,4.6,mb,,50,0.917,0.74,us,us20008mfu,2017-05-17T01:19:40.040Z,"6 km W of Toprakkale, Turkey",earthquake,5,4.8,0.066,69,reviewed,us,us
2017-02-25T18:14:32.260Z,34.7503,22.9906,24.47,4,mb,,219,1.648,1.35,us,us100086tw,2017-05-17T01:19:40.040Z,"82 km SW of Palaióchora, Greece",earthquake,10.6,9.7,0.211,6,reviewed,us,us
2017-02-23T01:55:14.270Z,39.5446,26.1064,5.24,4.2,mwr,,33,1.35,0.8,us,us20008lng,2017-05-17T01:19:36.040Z,"20 km WNW of Behram, Turkey",earthquake,4.3,4.5,0.075,17,reviewed,us,us
2017-02-19T22:58:40.200Z,37.8687,22.6092,6.97,4.5,mb,,75,0.877,0.8,us,us20008kuc,2017-05-17T01:19:32.040Z,"7 km NW of Neméa, Greece",earthquake,2.8,5.7,0.1,29,reviewed,us,us
2017-02-16T00:19:00.240Z,39.5439,26.1208,7.1,4.5,mwr,,33,1.351,0.87,us,us20008k41,2017-05-13T01:03:21.040Z,"19 km WNW of Behram, Turkey",earthquake,4.4,4.2,0.066,22,reviewed,us,us
2017-02-15T23:01:23.840Z,34.7047,24.9022,25.94,4.6,mb,,62,0.582,0.71,us,us20008k3m,2017-05-13T01:03:21.040Z,"38 km S of Moíres, Greece",earthquake,2.8,4.7,0.06,82,reviewed,us,us
2017-02-12T13:48:16.090Z,39.6004,26.0884,6.01,5.3,mww,,41,1.294,0.52,us,us20008jcc,2022-05-03T18:11:14.317Z,"24 km WNW of Behram, Turkey",earthquake,4.9,3.6,0.055,32,reviewed,us,us
2017-02-10T18:51:56.800Z,34.1978,24.9373,34.31,4.1,mb,,126,1.088,1.17,us,us20008lew,2017-05-09T01:24:33.040Z,"91 km SSW of Pýrgos, Greece",earthquake,7.4,8,0.104,25,reviewed,us,us
2017-02-10T12:27:32.940Z,39.7726,42.5989,10,4.5,mb,,43,0.923,0.82,us,us20008iwv,2017-05-09T01:24:33.040Z,"7 km WSW of Ele?kirt, Turkey",earthquake,5.2,1.2,0.063,73,reviewed,us,us
2017-02-10T08:55:26.860Z,39.5487,26.1913,9.82,4.5,mwr,,35,1.308,0.89,us,us20008ivd,2022-05-03T18:57:33.907Z,"13 km WNW of Behram, Turkey",earthquake,4.6,4.3,0.06,27,reviewed,us,us
2017-02-08T15:08:20.550Z,45.5187,26.2594,127.01,4.7,mb,,19,0.222,1.1,us,us20008ii5,2017-05-09T01:24:31.040Z,"3 km N of Ca?oca, Romania",earthquake,6.6,5.4,0.045,152,reviewed,us,us
2017-02-08T09:52:06.090Z,45.736,26.6616,129.27,4.4,mb,,48,0.559,1.23,us,us20008ifq,2017-05-09T01:24:30.040Z,"4 km NW of Nereju Mic, Romania",earthquake,6.4,5.4,0.148,13,reviewed,us,us
2017-02-08T02:16:14.050Z,39.5417,26.1499,10,3.9,mwr,,39,1.34,0.87,us,us20008idk,2017-05-09T01:24:30.040Z,"16 km WNW of Behram, Turkey",earthquake,5,1.9,0.078,16,reviewed,us,us
2017-02-08T01:38:03.780Z,39.544,26.1724,10,4.5,mwr,,32,1.322,0.74,us,us20008idh,2017-05-09T01:24:30.040Z,"14 km WNW of Behram, Turkey",earthquake,4.1,1.8,0.057,30,reviewed,us,us
2017-02-07T22:53:30.290Z,39.5268,26.1476,12.77,4.3,mb,,42,1.343,1.05,us,us20008icm,2017-05-09T01:24:30.040Z,"16 km WNW of Behram, Turkey",earthquake,4.8,5.6,0.308,5,reviewed,us,us
2017-02-07T21:35:00.940Z,39.5276,26.1532,16.23,4.3,mb,,32,1.339,0.65,us,us20008ibx,2017-05-09T01:24:30.040Z,"15 km WNW of Behram, Turkey",earthquake,4.4,6.3,0.178,9,reviewed,us,us
2017-02-07T21:00:54.360Z,39.5687,26.1652,6.1,4.5,mb,,32,1.326,0.67,us,us20008ibf,2017-05-09T01:24:30.040Z,"16 km WNW of Behram, Turkey",earthquake,1.5,4.7,0.085,41,reviewed,us,us
2017-02-07T10:03:04.610Z,35.0106,25.2424,10,4.3,mb,,160,0.4,1.25,us,us20008kj4,2017-05-09T01:24:29.040Z,"8 km E of Pýrgos, Greece",earthquake,3.3,1.8,0.154,12,reviewed,us,us
2017-02-07T05:17:09.110Z,39.495,26.253,10,4.6,mb,,41,1.265,1.04,us,us20008kiw,2017-05-09T01:24:29.040Z,"6 km W of Behram, Turkey",earthquake,4.3,1.9,0.206,10,reviewed,us,us
2017-02-07T05:15:53.020Z,39.5644,26.2389,10,4.4,mb,,54,1.27,1.2,us,us20008i3b,2017-05-09T01:24:29.040Z,"11 km NW of Behram, Turkey",earthquake,3.7,2,0.17,10,reviewed,us,us
2017-02-07T02:24:04.150Z,39.5279,26.0993,8.38,5.3,mww,,33,1.366,0.62,us,us20008i2k,2022-05-03T18:10:57.614Z,"18 km NNW of Míthymna, Greece",earthquake,4.4,3.5,0.046,46,reviewed,us,us
2017-02-06T14:26:10.780Z,38.1643,22.0478,49.43,4.4,mb,,78,0.884,1.14,us,us20008kib,2017-05-09T01:24:28.040Z,"9 km SSW of Aígio, Greece",earthquake,1.9,10.5,0.149,13,reviewed,us,us
2017-02-06T13:46:35.310Z,40.4762,50.6267,35,4.6,mb,,99,4.511,0.74,us,us20008hxg,2017-05-09T01:24:28.040Z,"25 km E of Pirallah?, Azerbaijan",earthquake,9.1,2,0.081,45,reviewed,us,us
2017-02-06T11:45:01.970Z,39.5394,26.1373,10,4.9,mb,,42,1.35,0.85,us,us20008hwu,2017-05-09T01:24:28.040Z,"17 km WNW of Behram, Turkey",earthquake,2,1.9,0.14,16,reviewed,us,us
2017-02-06T10:58:02.270Z,39.5734,26.0755,7.21,5.2,mww,,33,1.32,1.01,us,us20008hwm,2022-05-03T18:10:46.472Z,"23 km WNW of Behram, Turkey",earthquake,4.4,3.5,0.061,26,reviewed,us,us
2017-02-06T04:17:29.690Z,39.4891,26.1056,13.06,4.4,mb,,33,1.379,0.93,us,us20008hv5,2017-05-09T01:24:28.040Z,"14 km NNW of Míthymna, Greece",earthquake,5.7,6.2,0.202,7,reviewed,us,us
2017-02-06T03:51:40.640Z,39.5986,26.0647,10,5.3,mww,,33,1.295,0.65,us,us20008hv1,2022-05-03T18:12:03.225Z,"25 km WNW of Behram, Turkey",earthquake,4.5,1.7,0.047,43,reviewed,us,us
2017-02-05T10:34:51.560Z,36.1973,31.1277,59.52,4.4,mb,,136,1.126,0.67,us,us20008hrv,2017-05-09T01:24:27.040Z,"63 km ESE of Tekirova, Turkey",earthquake,6.1,11.2,0.219,6,reviewed,us,us
2017-02-04T17:34:36.230Z,31.3034,49.4678,40.08,4.2,mb,,70,8.512,0.71,us,us20008hp4,2017-04-27T01:38:44.040Z,"13 km WNW of R?mhormoz, Iran",earthquake,7,5.5,0.071,59,reviewed,us,us
2017-01-29T13:11:55.170Z,36.3114,22.0023,30.58,4.5,mb,,111,0.867,0.76,us,us10007w19,2017-04-27T01:38:37.040Z,"53 km S of Koróni, Greece",earthquake,8.5,6.4,0.106,26,reviewed,us,us
2017-01-28T21:45:50.640Z,38.6758,20.5125,26.29,4,mb,,177,1.175,1.1,us,us10007vz0,2017-04-19T18:31:03.040Z,"23 km SW of Lefkáda, Greece",earthquake,6,9.8,0.231,5,reviewed,us,us
